ciqual_code,nom,Énergie_kcal_100g,Lipides_g_100g,AG_saturés_g_100g,Acide_oléique_W9_g_100g,Acide_linoléique_W6_LA_g_100g,Acide_alpha-linolénique_W3_ALA_g_100g,EPA_g_100g,DHA_g_100g,Cholestérol_mg_100g,Glucides_g_100g,Sucres_g_100g,Fibres_g_100g,Protéines_g_100g,Sel_g_100g,Calcium_mg_100g,Cuivre_mg_100g,Fer_mg_100g,Iode_µg_100g,Magnésium_mg_100g,Manganèse_mg_100g,Phosphore_mg_100g,Potassium_mg_100g,Sélénium_µg_100g,Sodium_mg_100g,Zinc_mg_100g,Rétinol_µg_100g,Beta-Carotène_µg_100g,Vitamine_D_µg_100g,Vitamine_E_mg_100g,Vitamine_K1_µg_100g,Vitamine_K2_µg_100g,Vitamine_C_mg_100g,Vitamine_B1_mg_100g,Vitamine_B2_mg_100g,Vitamine_B3_mg_100g,Vitamine_B5_mg_100g,Vitamine_B6_mg_100g,Vitamine_B9_µg_100g,Vitamine_B12_µg_100g,Eau_g_100g,Fructose_g_100g,Galactose_g_100g,Glucose_g_100g,Lactose_g_100g,Maltose_g_100g,Saccharose_g_100g,Amidon_g_100g,Polyols_g_100g,Alcool_g_100g
42005,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milkshake",86.6,2.28,0.3,,0.4,,,,10.0,10.1,9.92,0.63,6.19,0.19,172.0,0.41,1.91,17.0,28.0,0.2,138.0,234.0,7.8,77.3,3.13,78.0,,0.7,1.57,,,6.78,0.17,0.2,2.83,0.4,0.33,36.0,0.34,80.0,,,,,,,0.2,0.0,0.0
42003,"Substitut de repas hypocalorique, prêt à boire",87.9,2.45,0.55,0.5,0.67,0.037,,,3.4,9.8,7.2,0.5,6.79,0.19,124.0,0.1,2.2,16.8,20.3,20.3,112.0,213.0,13.8,76.1,2.0,103.0,,0.91,3.92,,,20.3,0.42,0.41,2.72,1.74,0.62,68.1,0.4,79.7,2.3,,0.2,2.7,0.2,2.2,2.5,0.0,0.0
31016,Sucre blanc,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7,99.7,0.0,0.0,0.0054,3.69,0.0055,0.077,0.3,1.65,0.0063,0.0,13.5,10.0,2.17,0.02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.019,0.0,0.0,0.0,,0.0,0.23,,,,,,99.7,0.0,0.0,0.0
31017,Sucre roux,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1,97.0,0.0,0.12,0.07,83.0,0.047,0.71,0.3,9.0,0.064,4.0,133.0,1.1,28.0,0.03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.11,0.13,0.041,,0.0,1.34,1.11,0.0,1.35,0.0,0.0,94.6,0.0,0.0,0.0
31044,Sucre vanillé,397.0,0.33,0.053,0.01,0.01,0.01,0.01,0.01,0.0,98.6,97.2,0.37,0.1,0.0075,,,,,,,,2.0,,3.0,,0.0,,,,,,,,,,,,,,0.56,0.2,,0.2,0.2,0.2,,0.0,0.0,0.0
13126,"Sureau, baie, crue",52.7,0.5,0.023,0.029,0.13,0.11,0.0,0.0,0.0,11.4,6.52,7.0,0.66,0.015,38.0,0.061,1.6,2.5,5.0,,39.0,280.0,0.6,6.0,0.11,0.0,,0.0,,,,36.0,0.07,0.06,0.5,0.14,0.23,6.0,0.0,79.8,3.12,,3.15,,,0.25,,,0.0
26046,"Surimi, bâtonnets, tranche ou râpé saveur crabe",117.0,4.33,0.41,2.36,0.74,0.3,0.098,0.21,10.8,11.8,2.71,0.73,7.54,1.77,19.0,0.04,0.4,10.0,11.5,0.0089,44.0,51.8,9.23,628.0,0.19,28.0,0.0,0.5,1.1,0.1,,0.0,0.02,0.021,0.22,0.07,0.03,2.0,0.71,72.5,0.3,,0.5,,0.3,2.21,9.04,0.0,0.0
26239,"Surimi, fourré au fromage frais",148.0,9.3,3.84,3.2,0.83,0.36,0.01,0.02,28.3,9.24,2.8,1.0,6.6,1.72,19.0,0.02,0.08,20.0,9.5,0.01,36.0,49.0,20.0,688.0,0.2,47.4,,0.25,,4.15,,0.5,0.015,0.031,0.1,0.091,0.018,10.5,0.47,72.3,0.2,,0.2,0.3,0.2,2.4,,0.0,0.0
25456,Sushi ou maki aux produits de la mer,171.0,3.7,0.6,1.36,0.73,0.16,0.08,0.09,13.1,26.9,4.93,0.9,6.69,0.55,16.0,0.08,0.25,20.0,14.0,0.21,81.0,130.0,20.0,218.0,0.44,21.0,66.4,1.14,,2.78,,1.11,0.031,0.018,1.28,0.34,0.15,9.19,1.36,60.3,1.76,0.1,2.28,0.1,0.31,0.58,19.0,0.0,0.0
26269,"Taboulé ou salade de semoule au poulet, préemballé",176.0,7.45,0.88,3.78,1.33,0.42,0.01,0.01,8.24,20.1,2.63,2.47,5.9,0.99,18.0,0.1,0.8,20.0,24.0,0.32,100.0,190.0,20.0,424.0,0.65,21.0,135.0,0.25,,3.22,,0.5,0.14,0.045,1.16,0.4,0.096,96.5,0.1,62.6,0.8,,0.8,0.2,0.7,0.2,16.6,0.0,0.0
25608,"Taboulé ou salade de semoule aux légumes, préemballé",179.0,6.7,0.67,3.95,1.1,0.34,0.01,0.01,0.1,23.7,4.9,2.5,4.88,1.0,24.0,0.16,0.88,20.0,25.0,0.4,80.0,210.0,20.0,399.0,0.65,0.0,149.0,0.0,,10.6,,6.27,0.087,0.024,0.5,0.26,0.052,14.5,0.0,60.3,2.0,0.2,1.5,0.2,1.4,0.2,17.7,0.9,0.0
26133,"Tacaud, cru",81.3,0.33,0.098,0.022,0.0012,0.001,0.043,0.1,46.4,0.0,0.0,0.0,19.7,0.2,26.7,0.1,0.21,214.0,26.5,0.1,148.0,306.0,35.4,81.5,0.34,2.0,,0.32,,0.0,,0.0,0.062,0.082,1.49,0.17,0.13,7.0,1.47,78.9,,,,,,,0.0,0.0,0.0
15203,Tahin ou purée de sésame,631.0,53.4,7.48,,,,0.0,0.0,0.0,13.8,0.49,7.0,17.7,0.19,284.0,1.61,6.69,,95.0,1.46,761.0,437.0,,75.0,4.62,0.0,40.0,0.0,0.25,0.0,,4.2,1.41,0.3,5.55,0.69,0.15,,0.0,3.03,,,,,,,,,0.0
25159,"Tajine de mouton, préemballé",131.0,6.83,2.73,,,,,,57.8,4.5,2.4,1.0,12.8,0.99,5.1,0.1,1.6,2.0,14.7,0.1,102.0,211.0,1.0,394.0,3.0,4.0,700.0,0.5,0.71,,,0.5,0.07,0.16,2.95,0.23,0.19,24.0,1.65,73.0,,,,,,,2.1,0.0,0.0
25204,"Tajine de poulet, préemballé",127.0,3.7,0.4,2.14,0.85,0.15,0.01,0.01,27.7,14.4,6.8,3.0,7.54,1.17,18.0,0.06,0.45,20.0,17.0,0.13,82.0,220.0,20.0,466.0,0.46,21.0,152.0,0.25,,7.32,,0.5,0.14,0.037,2.3,0.39,0.096,30.2,0.075,72.7,3.1,,3.2,0.2,0.2,0.5,2.3,0.0,0.0
13080,"Tamarin, fruit mûr, chair sans peau, avec pépins, cru",246.2,0.6,0.27,0.16,0.052,0.0,0.0,0.0,0.0,57.4,38.8,5.1,2.8,0.07,74.0,0.086,2.8,,92.0,,113.0,628.0,,28.0,0.1,0.0,18.0,0.0,,2.8,,3.5,0.43,0.15,1.94,0.14,0.066,,0.0,31.4,,,,,,,,,0.0
11043,"Tapenade, préemballée",229.0,21.9,5.44,14.4,1.95,0.17,,0.0,3.2,3.29,0.51,5.26,1.93,2.98,63.0,0.15,4.3,4.5,20.0,0.05,23.0,258.0,2.2,1280.0,0.4,0.0,162.0,0.0,4.49,,,1.05,0.0,0.09,1.1,0.02,0.02,0.0,0.0,62.3,,,,,,,0.0,0.0,0.0
4000,"Tapioca ou perles du Japon, cru",354.0,0.02,0.005,0.0036,0.0012,0.00027,0.0,0.0,0.0,87.8,3.35,0.9,0.19,0.0025,20.0,0.02,1.58,2.7,1.0,0.11,7.0,11.0,0.3,1.0,0.12,0.0,0.0,0.0,,0.0,,0.0,0.004,0.0,0.0,0.14,0.008,,0.0,11.0,,,,,,,,0.0,0.0
8290,"Tarama, au saumon fumé, préemballé",501.0,50.0,4.12,,,,,,,4.74,0.68,0.38,7.7,1.33,,,,,,,,,,533.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
8293,"Tarama, aux oeufs de cabillaud, préemballé",518.0,53.0,4.31,31.9,9.98,4.32,0.41,0.32,65.2,4.01,0.62,0.48,6.11,1.53,8.5,0.1,0.4,10.0,6.6,0.1,79.0,80.9,5.0,720.0,0.7,5.0,53.0,0.96,9.0,,,0.5,0.1,0.095,0.57,0.64,0.084,16.0,2.7,30.0,0.3,,0.21,,0.17,0.24,3.3,0.0,0.0
53200,"Taro, tubercule, cru",105.0,0.2,0.041,,,,0.0,0.0,0.0,22.4,0.4,4.1,1.5,0.028,43.0,0.17,0.55,,33.0,0.38,84.0,591.0,,11.0,0.23,0.0,35.0,0.0,,1.0,,4.5,0.095,0.025,0.6,0.3,0.28,,0.0,70.6,,,,,,,20.8,0.0,0.0
53201,"Taro, tubercule, cuit",131.0,0.11,0.023,,,,0.0,0.0,0.0,29.5,0.49,5.1,0.52,0.038,18.0,0.2,0.72,,30.0,0.45,76.0,484.0,,15.0,0.27,0.0,39.0,0.0,,1.2,,5.0,0.11,0.028,0.51,0.34,0.33,,0.0,63.8,,,,,,,,0.0,0.0
25529,"Tarte à l'oignon, préemballée",280.0,17.2,7.5,,,,,,,23.5,5.63,1.9,7.0,0.87,,,,,,,,,,367.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
25454,"Tarte à la provençale, préemballée",224.0,12.5,6.92,4.18,1.23,0.13,,,45.4,21.8,4.0,1.8,5.34,1.17,62.5,0.1,0.63,8.7,14.5,0.2,80.8,140.0,4.92,293.0,0.5,37.5,,0.95,1.54,,,4.25,0.05,0.1,,,0.1,14.7,0.22,54.3,,,,,,,17.1,0.0,0.0
25561,"Tarte à la tomate, préemballée",225.0,11.6,6.7,3.39,0.48,0.1,0.01,0.01,32.6,23.4,4.75,1.65,6.0,0.83,21.0,0.05,0.77,20.0,16.0,0.33,64.0,280.0,20.0,318.0,0.28,81.5,551.0,,,3.61,,5.2,0.05,0.025,0.44,0.28,0.091,40.9,0.071,58.4,1.8,,1.7,0.2,0.6,0.2,13.9,0.0,0.0
23497,"Tarte au chocolat, fabrication artisanale",469.0,30.7,18.9,6.87,1.24,0.12,0.01,0.01,82.9,40.9,22.7,2.9,5.94,0.19,53.0,0.32,4.7,20.0,47.0,0.52,120.0,230.0,20.0,74.4,0.79,183.0,67.9,0.25,,4.02,,0.0,0.064,0.59,0.13,0.35,0.09,80.0,0.32,18.6,1.4,,1.8,1.0,0.5,18.0,15.4,0.0,0.0
23485,Tarte au citron,319.0,13.6,7.65,3.61,0.88,0.083,0.0,0.021,121.0,43.1,34.1,0.97,5.56,0.3,25.2,1.0,1.2,10.0,9.7,1.0,67.0,95.8,5.8,51.6,1.0,62.0,50.0,0.2,,,,13.4,0.05,0.12,0.05,0.36,0.05,39.9,0.35,34.1,1.8,,2.1,0.5,0.5,25.2,1.8,0.0,0.0
25444,"Tarte au fromage, préemballée",271.0,16.7,10.4,5.04,1.22,0.06,,0.017,59.1,20.0,1.64,1.57,9.44,0.86,170.0,,0.54,,16.0,,151.0,110.0,,427.0,,66.2,,1.06,1.34,,,0.21,0.05,0.16,,,0.07,13.7,0.46,53.3,0.3,,0.083,1.36,0.21,0.28,17.5,0.0,0.0
25623,"Tarte au maroilles ou flamiche au maroilles, préemballée",318.0,18.3,12.8,,,,,,,23.0,2.8,2.5,14.0,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
25555,"Tarte au saumon, préemballée",251.0,13.2,7.51,3.74,0.88,0.15,0.068,0.11,20.9,24.2,2.81,0.9,8.41,0.85,59.2,0.1,0.63,12.4,17.7,0.2,111.0,162.0,10.3,333.0,0.42,49.9,,2.59,1.47,,,1.83,0.07,0.14,,,0.17,20.1,0.73,54.6,0.24,,0.33,0.45,0.81,0.2,21.4,0.0,0.0
23494,Tarte aux abricots,285.0,10.7,6.43,2.67,0.41,0.02,,,39.8,41.0,17.5,5.9,3.18,0.22,25.0,,6.0,,,,,,,89.3,,,,,,,,,,,,,,,,41.5,4.6,,6.6,0.2,2.0,4.3,15.7,0.0,0.0
23491,"Tarte aux fraises, artisanale",318.0,19.8,9.04,4.65,,0.13,0.0043,,29.0,31.0,12.9,1.5,3.19,0.14,53.6,1.0,0.51,10.0,18.0,1.0,70.0,146.0,22.1,57.3,1.0,34.0,50.0,0.2,,,,5.1,0.05,0.11,0.05,0.31,0.05,28.9,0.39,46.9,5.7,,7.2,0.5,0.5,0.5,5.7,0.0,0.0
23479,Tarte aux fruits et crème pâtissière,205.0,7.7,4.8,1.75,0.37,0.06,0.01,0.01,34.0,30.0,18.7,1.3,2.94,0.26,42.0,0.06,0.43,,11.0,0.25,56.0,150.0,20.0,104.0,0.25,54.7,129.0,0.5,,5.9,,5.42,0.053,0.33,0.1,0.24,0.015,20.6,0.091,56.8,5.6,,6.0,1.1,1.4,4.6,10.0,0.0,0.0
23495,Tarte aux fruits rouges,231.0,6.87,3.85,1.67,0.45,0.094,,,14.8,36.5,20.8,4.5,3.5,0.21,,,,,,,,,,82.5,,,66.0,,,,,,,,,,,,,49.1,4.4,,5.0,0.2,1.3,10.1,13.8,0.0,0.0
25417,"Tarte aux légumes, préemballée",216.0,11.7,6.0,,,0.15,,,,21.8,3.2,1.7,5.0,0.98,104.0,0.058,,,13.9,0.13,,242.0,2.95,392.0,0.62,,,,,,,,,,,,,,,57.4,,,,,,,,0.0,0.0
25564,"Tarte aux noix de Saint-Jacques, préemballée",222.0,11.5,5.93,,,,,,,21.7,2.33,1.35,7.2,1.06,,,,,,,,,,449.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
24663,Tarte aux poires amandine,310.0,14.9,7.2,4.88,1.3,0.06,0.01,0.01,64.8,37.7,21.2,2.3,4.9,0.14,37.0,0.11,0.57,20.0,27.0,0.27,84.0,140.0,20.0,54.1,0.44,103.0,65.6,0.25,,1.07,,0.82,0.046,0.09,0.1,0.24,0.032,109.0,0.13,39.2,3.1,,2.8,0.3,1.3,13.7,11.8,0.0,0.0
26267,"Tarte épinard chèvre, préemballée",233.0,13.1,8.44,3.47,1.02,0.15,0.01,0.01,46.4,21.3,2.54,1.48,6.69,0.9,79.0,0.05,0.77,20.0,19.0,0.32,98.0,180.0,20.0,393.0,0.56,69.0,893.0,0.25,,7.14,,0.5,0.07,0.12,0.2,0.22,0.054,62.5,0.2,51.7,0.2,,0.2,1.4,0.8,0.2,18.3,0.0,0.0
23481,"Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados), artisanale",313.0,15.0,8.37,4.0,0.9,0.08,0.01,0.03,71.4,38.7,25.8,2.5,4.44,0.23,39.0,0.08,0.57,20.0,16.0,0.22,75.0,180.0,20.0,93.0,0.39,97.9,68.9,0.5,,1.83,,7.05,0.028,0.063,0.1,0.35,0.022,22.4,0.16,38.6,4.48,,2.34,0.29,0.29,18.4,12.9,0.0,0.0
25573,Tarte ou quiche salée (aliment moyen),268.0,15.1,7.87,4.52,1.31,0.14,0.0049,0.011,62.6,24.3,3.05,1.55,8.04,1.13,86.3,0.049,0.64,20.6,17.7,0.16,121.0,193.0,5.39,501.0,0.72,50.2,,0.89,,,,1.32,0.12,0.12,0.78,,0.12,24.8,0.32,50.8,0.41,,0.52,1.1,0.72,0.13,,0.0,0.0
23498,Tarte ou tartelette aux fruits (aliment moyen),245.0,9.99,5.52,,0.57,0.061,0.0046,0.0061,40.4,34.1,21.6,2.4,3.18,0.26,22.7,0.14,0.87,4.48,11.9,0.27,50.5,140.0,6.2,97.9,0.28,43.8,63.8,0.43,,,,5.79,0.032,0.13,0.19,0.2,0.074,22.8,0.12,48.9,5.9,,4.72,0.41,1.54,8.42,10.0,0.0,0.0
23490,Tarte ou tartelette aux pommes,227.0,8.79,4.66,,0.55,0.05,0.012,0.012,19.0,32.7,20.7,3.3,2.52,0.31,4.5,0.1,0.55,3.0,11.0,0.2,36.0,149.0,2.2,122.0,0.2,27.0,36.0,0.5,0.7,,,5.0,0.04,0.04,0.39,0.12,0.14,16.0,0.08,50.4,7.76,,4.3,0.2,2.24,6.36,12.1,0.0,0.0
25553,"Tarte ou tourte aux poireaux, préemballée",229.0,13.3,7.96,4.11,1.1,0.11,0.01,0.01,51.1,20.9,2.27,2.12,5.29,0.97,95.0,0.06,0.6,20.0,14.0,0.24,110.0,130.0,20.0,381.0,0.66,58.2,216.0,0.5,,14.6,,0.5,0.074,0.11,0.11,0.36,0.06,87.1,0.45,54.5,0.2,,0.6,1.0,0.4,0.2,16.0,0.0,0.0
23496,Tarte tatin aux pommes,245.0,9.25,5.79,1.78,0.55,0.07,0.01,0.01,39.6,38.1,28.5,1.25,1.76,0.15,9.4,0.05,0.33,20.0,6.7,0.13,41.0,100.0,20.0,76.0,0.19,21.0,54.6,0.5,,1.2,,0.5,0.03,0.01,0.1,0.18,0.023,10.0,0.051,50.0,8.1,,5.5,0.2,0.5,10.7,9.5,,0.0
25137,"Tartiflette (pommes de terre, reblochon, lardons…), préemballée",161.0,8.9,4.47,2.35,0.96,0.07,0.01,0.01,18.2,13.5,1.25,0.8,6.0,0.75,74.0,0.05,0.26,20.0,14.0,0.06,95.0,270.0,20.0,300.0,0.57,35.7,16.5,0.5,,0.82,,0.5,0.05,0.061,1.01,0.23,0.13,33.4,0.2,68.9,0.17,0.1,0.41,0.49,0.1,0.18,9.3,0.0,0.0
7410,"Tartine craquante extrudée, classique",385.0,3.6,0.79,1.35,1.11,0.2,0.003,0.003,1.0,75.8,7.8,4.8,9.01,1.6,63.3,0.12,1.7,14.6,27.0,0.86,135.0,240.0,3.3,639.0,0.84,16.0,30.0,0.0,,0.97,,2.0,0.13,0.1,0.38,0.45,0.03,4.1,0.1,4.3,0.12,0.08,0.08,1.37,0.14,6.16,64.1,0.0,0.0
7414,"Tartine craquante extrudées, source ou riche en fibres",376.0,3.5,0.98,0.82,0.93,0.059,0.003,0.003,1.0,71.3,5.06,7.2,9.86,1.32,48.7,0.24,3.5,13.0,69.6,1.4,203.0,315.0,3.04,526.0,1.3,40.7,30.0,0.0,,1.1,,2.0,0.19,0.14,1.2,0.58,0.16,4.2,0.1,5.5,0.08,0.08,0.08,1.06,0.19,3.8,64.3,0.0,0.0
7412,"Tartine craquante, extrudée et grillée, fourrée au chocolat",445.0,15.6,5.84,6.08,2.09,0.53,0.009,0.009,1.3,65.4,29.7,5.3,7.88,0.19,144.0,0.49,7.5,13.0,71.9,0.89,218.0,357.0,4.0,76.0,1.1,16.0,30.0,0.0,,6.5,1.25,2.0,0.11,0.16,1.95,0.38,0.15,4.6,0.1,3.8,0.16,0.16,0.16,2.92,0.15,26.8,31.2,0.0,0.0
7413,"Tartine craquante, extrudée et grillée, fourrée aux fruits",372.0,5.1,2.54,1.57,0.7,0.06,0.004,0.004,1.0,74.9,31.3,2.6,4.22,0.23,125.0,0.065,0.53,16.0,14.7,0.39,121.0,136.0,2.0,90.0,0.5,16.0,30.0,0.0,,0.67,,2.0,0.079,0.1,0.22,0.2,0.03,4.6,0.1,11.6,3.36,0.34,12.8,0.6,5.28,8.89,38.3,0.0,0.0
7359,"Tartine croustillante au seigle, source ou riche en fibres",342.0,3.0,0.42,0.32,0.95,0.13,0.002,0.002,1.0,57.4,1.96,21.9,9.29,0.99,61.3,0.49,3.6,31.6,128.0,3.3,390.0,615.0,3.78,395.0,4.2,16.0,30.0,0.0,,3.3,,2.0,0.24,0.13,0.88,0.39,0.18,5.2,0.1,5.7,0.1,0.08,0.08,0.08,0.79,1.03,50.1,0.0,0.0
20917,Tempeh,157.0,4.7,0.57,1.04,2.51,0.24,0.01,0.01,0.0,7.89,0.24,6.2,16.1,0.098,88.0,0.46,1.7,20.0,60.0,1.3,190.0,310.0,20.0,39.0,1.3,0.0,5.0,0.25,,20.3,,0.5,0.03,0.18,1.46,0.57,0.091,38.5,0.019,63.7,0.1,0.1,0.11,0.1,0.1,0.13,0.35,0.0,0.0
8232,Terrine de canard,322.0,27.1,9.91,11.0,2.81,0.25,0.01,0.03,161.0,5.64,0.47,0.54,13.2,1.39,23.0,0.62,5.2,20.0,16.0,0.16,170.0,210.0,40.0,554.0,2.6,4350.0,0.0,0.75,,1.43,,12.9,0.17,0.41,7.97,2.49,0.14,343.0,13.6,50.7,,,,,,,,0.0,0.0
8292,"Terrine de fruits de mer (par ex. de Saint-Jacques), avec ou sans poisson, préemballée",190.0,13.3,2.5,5.07,1.63,0.71,0.49,0.3,37.3,7.89,1.74,1.2,9.13,1.25,30.5,0.1,0.4,25.0,19.0,0.1,66.0,210.0,13.0,590.0,0.4,15.0,,1.2,4.0,,,0.5,0.045,0.11,1.6,0.32,0.12,23.0,1.05,66.5,0.1,,0.1,,0.1,0.1,4.0,0.0,0.0
8242,Terrine de lapin,266.0,18.0,7.0,,,,,,,6.44,1.0,1.0,19.0,1.68,,,,,,,,,,670.0,,,,,,,,,,,,,,,,53.8,,,,,,,,0.0,0.0
8291,"Terrine de poisson, préemballée",205.0,16.7,2.77,,,,,,,4.21,1.59,1.36,9.01,1.16,36.0,,,,,,,,,500.0,,,,,,,,,,,,,,,,67.0,0.067,,0.067,0.1,0.1,0.1,,0.0,0.0
8296,"Terrine ou mousse de légumes, premballée",140.0,9.56,3.59,,,,,,1.75,5.5,1.33,2.55,6.67,1.46,68.6,,1.76,6.0,24.0,,132.0,232.0,,578.0,0.7,20.0,,0.2,2.11,,,2.16,,,3.98,,0.36,110.0,0.0,75.9,,,,,,,4.17,0.0,0.0
12764,Tête de moine,415.0,34.5,21.5,,,,,,,0.5,0.0,0.0,26.0,2.0,,,,,,,,,14.5,,,,33.0,0.6,0.28,2.7,,,,,,,,10.0,1.6,,,,,,,,0.0,0.0,0.0
20158,"Tétragone cornue, cuite",13.5,0.17,0.027,,,,0.0,0.0,0.0,1.0,0.25,1.4,1.3,0.27,48.0,0.077,0.66,,32.0,0.53,22.0,102.0,,107.0,0.31,0.0,,0.0,,292.0,,16.0,0.03,0.11,0.39,0.26,0.24,,0.0,94.8,,,,,,,,,0.0
18020,"Thé infusé, sans sucres ajoutés",0.4,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0041,1.1,0.018,0.015,0.61,2.0,0.19,1.75,25.8,2.98,1.65,0.025,0.0,0.0,0.0,,0.0,,0.0,0.0,0.016,0.055,0.011,0.0,3.25,0.0,99.7,,,,,,,0.0,0.0,0.0
18154,"Thé noir, infusé, sans sucres ajoutés",1.26,0.007,0.002,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0075,0.0,0.01,0.02,,3.0,0.22,1.0,37.0,,3.0,0.02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.014,0.0,0.011,0.0,5.0,0.0,99.7,,,,,,,,0.0,0.0
18155,"Thé vert, infusé, sans sucres ajoutés",5.1,0.0,,,,,,,,1.09,,0.0,0.0,0.011,3.78,0.03,0.06,20.0,3.49,1.49,3.68,53.8,20.0,4.25,0.05,0.0,5.0,,,0.8,,0.5,0.015,0.01,0.21,0.13,0.01,6.99,,98.5,,,,,,,0.0,0.0,0.0
18076,"Thé, feuille",232.0,2.0,,,,,0.0,0.0,0.0,6.3,,55.8,19.4,0.11,430.0,2.5,18.0,16.0,250.0,71.0,630.0,2160.0,,45.0,2.9,0.0,,0.0,,,,0.0,0.14,0.95,7.5,1.3,0.3,,0.0,9.3,,,,,,,,0.0,0.0
26180,"Thon à l'huile de tournesol, entier, appertisé, égoutté",206.0,12.2,1.34,3.55,6.44,0.01,0.02,0.09,41.4,0.76,,0.0,23.3,0.93,12.0,0.06,0.77,20.0,32.0,0.01,180.0,220.0,90.0,373.0,0.65,21.0,0.0,0.81,0.87,0.8,,,0.015,0.028,10.9,0.16,0.14,9.99,3.05,62.1,,,,,,,0.0,0.0,0.0
26245,"Thon à l'huile de tournesol, miettes, appertisées, égouttées",227.0,14.8,1.62,4.36,7.76,0.01,0.02,0.12,38.0,0.0,0.25,0.0,23.4,0.85,11.0,0.06,1.0,20.0,27.0,0.01,160.0,210.0,100.0,339.0,0.71,21.0,0.0,1.21,0.87,0.8,,,0.015,0.027,12.2,0.19,0.11,6.71,4.46,60.9,,,0.2,,0.2,0.25,0.0,0.0,0.0
26242,"Thon à la tomate, miettes, appertisées, égouttées",140.0,7.67,1.17,,2.39,0.01,,,,4.33,3.67,0.67,13.0,1.67,,,,,,,,,76.0,666.0,,,0.0,6.7,0.87,44.0,,,,,,,,5.0,2.2,,1.2,,1.0,,0.3,0.8,,0.0,0.0
26181,"Thon albacore, au naturel, appertisé, égoutté",127.0,1.46,0.44,0.26,0.014,0.0046,0.072,0.4,60.7,3.67,0.0,0.0,24.8,0.78,1.5,0.1,1.3,1.0,26.1,0.1,166.0,245.0,68.0,283.0,0.4,22.0,,6.1,1.08,2.3,,,0.04,0.045,10.6,0.16,0.4,,2.05,68.5,0.3,,0.23,,0.23,0.26,,0.0,0.0
26064,"Thon albacore, cru",112.0,0.94,0.17,0.08,0.006,0.002,0.012,0.088,43.0,1.0,0.0,0.0,25.0,0.11,7.77,0.089,0.98,23.7,40.8,0.021,257.0,410.0,79.6,40.0,0.23,195.0,0.0,2.3,0.24,0.1,,2.6,0.14,0.098,13.5,0.47,0.97,8.5,3.44,71.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26179,"Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté",192.0,6.95,1.41,3.79,0.35,0.035,0.14,0.68,40.1,1.01,0.0,0.0,31.3,0.67,1.0,0.1,0.5,6.0,35.9,0.1,196.0,331.0,11.0,270.0,0.4,4.0,0.0,0.86,1.75,,,0.0,0.04,0.051,15.6,0.16,0.63,5.0,2.45,59.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26076,"Thon germon ou thon blanc, cru",121.0,1.37,0.26,0.11,0.0046,0.0035,0.04,0.16,35.2,0.0,0.0,0.0,27.2,0.29,3.5,0.1,0.95,14.0,37.6,0.1,242.0,355.0,188.0,77.7,0.38,3.02,,2.62,,,,,0.062,0.047,19.4,0.14,0.95,15.3,2.78,69.5,,,,,,,0.0,0.0,0.0
26077,"Thon germon ou thon blanc, cuit à la vapeur sous pression",165.0,5.06,1.35,,,,0.037,0.16,,0.0,0.0,0.0,30.0,0.1,1.33,0.22,1.01,40.0,34.3,0.02,307.0,390.0,65.7,41.1,0.54,4.0,0.0,,,,,,,,,,,,,64.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
26068,"Thon listao ou bonite à ventre rayé, cru",97.1,1.01,0.33,,,,0.071,0.19,47.0,0.0,0.0,0.0,22.0,0.093,29.0,0.086,1.25,,34.0,0.015,222.0,407.0,36.5,37.0,0.82,16.0,,,,,,1.0,0.033,0.1,15.4,0.42,0.85,9.0,1.9,,,,,,,,0.0,0.0,0.0
26069,"Thon rouge, cru",157.0,6.81,1.26,,,,0.28,0.89,38.0,0.59,0.0,0.0,23.3,0.098,8.0,0.086,1.02,,50.0,0.015,254.0,252.0,73.4,39.0,0.6,655.0,0.0,5.7,1.0,0.0,,0.0,0.24,0.25,8.65,1.05,0.46,2.0,9.43,68.1,,,,,,,0.0,0.0,0.0
26243,"Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé",149.0,8.6,0.67,4.48,1.68,0.72,,0.05,,6.0,3.0,0.0,12.0,0.99,,,,,,,,,76.0,395.0,,,0.0,6.7,0.87,44.0,,,,,,,,5.0,2.2,,,,1.1,,0.2,0.35,,0.0,0.0
