ciqual_code,nom,Énergie_kcal_100g,Lipides_g_100g,AG_saturés_g_100g,Acide_oléique_W9_g_100g,Acide_linoléique_W6_LA_g_100g,Acide_alpha-linolénique_W3_ALA_g_100g,EPA_g_100g,DHA_g_100g,Cholestérol_mg_100g,Glucides_g_100g,Sucres_g_100g,Fibres_g_100g,Protéines_g_100g,Sel_g_100g,Calcium_mg_100g,Cuivre_mg_100g,Fer_mg_100g,Iode_µg_100g,Magnésium_mg_100g,Manganèse_mg_100g,Phosphore_mg_100g,Potassium_mg_100g,Sélénium_µg_100g,Sodium_mg_100g,Zinc_mg_100g,Rétinol_µg_100g,Beta-Carotène_µg_100g,Vitamine_D_µg_100g,Vitamine_E_mg_100g,Vitamine_K1_µg_100g,Vitamine_K2_µg_100g,Vitamine_C_mg_100g,Vitamine_B1_mg_100g,Vitamine_B2_mg_100g,Vitamine_B3_mg_100g,Vitamine_B5_mg_100g,Vitamine_B6_mg_100g,Vitamine_B9_µg_100g,Vitamine_B12_µg_100g,Eau_g_100g,Fructose_g_100g,Galactose_g_100g,Glucose_g_100g,Lactose_g_100g,Maltose_g_100g,Saccharose_g_100g,Amidon_g_100g,Polyols_g_100g,Alcool_g_100g
20350,"Brocoli, bouilli/cuit à l'eau (aliment moyen)",21.8,0.5,0.14,0.12,0.06,0.12,0.01,0.01,,1.03,0.6,3.0,2.19,0.033,43.0,0.15,0.33,20.0,11.0,0.17,39.0,90.0,20.0,13.0,0.18,0.0,576.0,0.0,1.45,49.6,,18.1,0.015,0.01,0.1,0.25,0.048,108.0,0.0,93.8,0.3,0.2,0.3,0.2,0.2,0.2,0.35,0.5,0.0
20302,"Brocoli, bouilli/cuit à l'eau, croquant",22.2,0.4,0.1,0.06,0.06,0.14,0.01,0.01,,1.23,0.8,2.6,2.5,0.043,42.0,0.11,0.41,20.0,12.0,0.18,44.0,110.0,20.0,17.0,0.23,0.0,663.0,0.0,1.45,23.3,,22.7,0.015,0.01,0.1,0.27,0.06,108.0,0.0,92.9,0.4,0.2,0.4,0.2,0.2,0.2,0.35,0.5,0.0
20303,"Brocoli, bouilli/cuit à l'eau, fondant",21.8,0.5,0.14,0.12,0.06,0.12,0.01,0.01,,1.03,0.6,3.0,2.19,0.033,43.0,0.15,0.33,20.0,11.0,0.17,39.0,90.0,20.0,13.0,0.18,0.0,576.0,0.0,1.45,49.6,,18.1,0.015,0.01,0.1,0.25,0.048,108.0,0.0,93.8,0.3,0.2,0.3,0.2,0.2,0.2,0.35,0.5,0.0
20057,"Brocoli, cru",31.9,0.36,0.047,,,,0.0,0.0,0.0,2.15,1.7,2.6,2.9,0.075,47.5,0.047,0.81,3.63,23.0,0.22,66.0,321.0,1.21,30.0,0.41,0.0,361.0,0.0,,102.0,,91.2,0.068,0.12,0.64,0.55,0.17,,0.0,90.0,0.68,0.0,0.49,0.21,0.21,0.1,0.0,,0.0
20351,"Brocoli, cuit (aliment moyen)",30.0,0.6,0.2,0.15,0.065,0.12,0.01,0.01,,1.79,1.06,2.59,3.17,0.036,39.4,0.094,0.46,20.0,17.1,0.23,55.8,217.0,20.0,14.5,0.36,0.0,571.0,0.0,1.45,36.2,,19.4,0.034,0.056,0.43,0.51,0.1,108.0,0.0,91.6,0.55,0.2,0.5,0.2,0.2,0.2,0.35,0.5,0.0
20304,"Brocoli, cuit à la vapeur",38.0,0.7,0.25,0.18,0.07,0.12,0.01,0.01,,2.53,1.5,2.2,4.13,0.04,36.0,0.04,0.58,20.0,23.0,0.28,72.0,340.0,20.0,16.0,0.53,0.0,567.0,0.0,1.45,23.2,,20.7,0.059,0.11,0.81,0.77,0.16,108.0,0.0,89.4,0.8,0.2,0.7,0.2,0.2,0.2,0.35,0.5,0.0
20259,"Brocoli, purée",29.0,0.38,,,,,0.0,0.0,,2.75,1.65,2.39,2.5,0.02,87.0,,0.9,,,,,,,7.93,,0.0,,,,,,,,,,,,,,91.7,0.69,,0.85,,0.3,0.3,,,0.0
20204,"Brocoli, surgelé, cru",26.4,0.42,0.076,0.001,0.001,0.005,0.0,0.0,0.0,1.5,1.24,2.75,2.78,0.046,41.0,0.036,0.72,,16.0,0.26,59.0,250.0,2.8,18.5,0.34,0.0,675.0,0.0,,101.0,,68.3,0.072,0.11,0.46,0.24,0.18,,0.0,90.6,0.52,,0.49,,0.3,0.23,,,0.0
12071,Brousse (fromage de brebis frais au lactosérum),142.0,9.36,5.7,,0.17,0.066,0.06,0.06,83.8,4.81,4.81,0.0,9.38,0.76,260.0,0.029,0.25,43.9,22.8,0.02,175.0,168.0,5.2,303.0,0.83,86.5,30.0,0.6,0.11,0.9,20.0,,0.05,0.22,0.2,0.29,0.04,4.0,0.19,74.3,0.01,0.01,0.01,4.81,0.01,0.01,,0.0,0.0
23031,"Brownie au chocolat et aux fruits à coques, préemballé",466.0,27.7,6.71,11.1,2.37,0.61,0.005,0.005,,45.9,32.0,3.18,6.58,0.47,60.3,0.33,,,39.3,0.32,,,2.2,148.0,0.79,,,,,,,,,,,,,,,12.6,,,0.2,,0.2,32.0,,0.0,0.0
23032,"Brownie au chocolat, préemballé",458.0,25.4,7.32,11.5,3.33,1.12,0.01,0.01,67.6,50.6,35.1,3.4,5.94,0.35,42.0,0.36,5.0,12.0,47.0,0.49,140.0,330.0,20.0,138.0,0.9,29.9,8.84,0.25,,27.9,,0.5,0.044,0.071,0.19,0.44,0.051,10.8,0.28,12.8,0.33,0.1,0.97,0.34,0.75,32.7,8.2,2.9,0.0
23030,Bûche de Noël pâtissière,363.0,20.4,11.1,4.58,0.9,0.11,0.01,0.011,104.0,39.8,31.8,1.0,4.25,0.24,32.3,0.14,2.7,13.0,21.3,0.24,96.7,141.0,4.7,95.0,0.51,159.0,49.0,0.6,,3.1,5.73,2.0,0.02,0.12,0.25,0.31,0.05,,0.13,33.7,1.2,,1.54,0.56,0.62,27.9,7.46,0.0,0.1
39533,Bûche glacée,219.0,9.61,6.43,,,,,,,29.8,25.6,1.04,2.8,0.16,,,,,,,,,,41.1,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
10019,"Bulot ou buccin, cru",131.0,0.57,0.16,0.09,,0.0059,0.004,0.006,65.0,7.61,0.0,0.0,23.8,0.52,57.0,1.03,5.02,,86.0,0.45,141.0,347.0,44.8,206.0,1.62,26.0,0.0,0.0,0.13,0.1,,4.0,0.028,0.11,1.08,0.21,0.34,6.0,9.07,66.0,,,,,,,0.0,0.0,0.0
10020,"Bulot ou buccin, cuit",97.7,0.47,0.072,0.02,0.005,0.002,0.056,0.023,127.0,2.69,0.0,0.0,20.7,0.97,64.5,0.27,0.64,114.0,144.0,0.1,108.0,173.0,31.4,387.0,1.58,2.0,0.0,0.5,,,,3.4,0.04,0.096,1.44,0.41,0.083,7.67,4.61,74.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25416,"Burger au poisson, de restauration rapide",263.0,11.5,4.92,2.58,2.96,0.03,0.01,0.01,26.0,26.7,3.9,1.5,12.2,1.1,55.0,0.06,0.49,20.0,22.0,0.25,140.0,210.0,20.0,440.0,0.59,21.0,,0.81,,9.23,,0.5,0.049,0.01,0.63,0.33,0.066,23.3,0.83,46.1,1.2,,1.3,0.2,0.7,0.4,21.8,0.0,0.0
25502,"Burger au poulet, de restauration rapide",249.0,11.0,1.88,5.45,2.21,0.45,0.01,0.01,27.7,23.8,2.9,1.2,12.7,1.16,66.0,0.07,0.6,20.0,22.0,0.25,170.0,220.0,20.0,463.0,0.71,21.0,,0.25,,9.45,,0.5,0.1,0.051,3.67,0.79,0.16,33.4,0.3,49.0,1.16,,1.16,0.2,0.58,0.2,18.4,0.0,0.0
25643,"Burger au poulet, préemballé",230.0,8.43,3.57,,,,,,,25.2,3.33,1.98,12.4,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
12072,Burrata,259.0,23.4,15.4,,0.5,0.074,0.06,0.06,89.2,0.93,0.55,0.0,10.8,0.53,208.0,0.02,0.25,36.5,9.55,0.02,175.0,35.3,7.6,213.0,1.7,238.0,30.0,0.6,0.19,3.4,20.0,,0.02,0.12,0.2,0.09,0.04,7.0,0.39,63.2,0.01,0.13,0.01,0.41,0.01,0.01,,0.0,0.0
25459,Burritos au boeuf,170.0,8.5,4.33,2.97,0.73,0.12,0.0045,0.0045,29.1,14.3,1.9,1.9,8.0,0.75,88.0,0.07,1.1,20.0,20.0,0.14,170.0,260.0,50.0,299.0,1.8,21.0,470.0,1.0,,8.0,,6.5,0.098,0.07,1.7,0.26,0.11,14.9,1.36,62.5,0.76,,0.86,0.2,0.29,0.4,6.8,0.0,0.0
26125,"Cabillaud ou morue du Pacifique, cru",64.8,0.41,0.085,0.039,0.015,0.001,0.034,0.096,47.0,0.0,0.0,0.0,15.3,0.76,8.0,0.019,0.16,,20.0,0.012,281.0,235.0,33.1,303.0,0.31,2.0,0.0,0.5,0.64,0.0,0.0,0.0,0.033,0.045,1.1,0.29,0.12,7.0,1.98,84.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
26043,"Cabillaud, cru",77.4,0.57,0.1,0.03,0.003,0.001,0.05,0.13,43.9,0.0,0.0,0.2,18.1,0.23,4.43,0.1,0.49,101.0,25.6,0.1,163.0,357.0,136.0,65.2,0.39,2.0,0.0,0.9,0.64,0.1,,1.0,0.04,0.049,2.18,0.14,0.16,21.2,1.32,79.8,0.1,,0.1,0.0,0.1,0.1,0.0,0.0,0.0
26025,"Cabillaud, cuit à la vapeur",106.0,0.95,0.16,0.06,0.0092,0.0017,0.11,0.16,46.5,0.0,0.0,0.0,24.5,0.16,10.0,0.02,0.1,110.0,21.0,0.01,240.0,360.0,29.1,65.0,0.5,2.0,0.0,0.0,0.81,0.0,,0.0,0.025,0.04,1.55,0.23,0.19,13.0,2.0,73.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25997,"Cabillaud, cuit, sans précision (aliment moyen)",100.0,0.76,0.17,0.074,0.01,0.0017,0.08,0.18,51.2,0.0,0.0,0.0,23.3,0.2,14.4,0.018,0.2,121.0,25.4,0.013,200.0,327.0,25.6,78.4,0.5,5.16,0.0,0.63,,0.053,,0.53,0.043,0.053,2.0,0.22,0.21,11.4,1.75,74.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26023,"Cabillaud, rôti/cuit au four",94.6,0.6,0.19,0.087,0.012,0.0017,0.057,0.19,55.5,0.0,0.0,0.0,22.3,0.23,18.4,0.017,0.3,130.0,29.4,0.016,164.0,297.0,22.4,90.5,0.5,8.0,0.0,1.2,0.81,0.1,,1.0,0.059,0.065,2.41,0.22,0.24,10.0,1.53,76.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15058,Cacahuète caramélisée ou chouchou,544.0,29.7,3.95,,,,,0.0,,51.4,44.7,6.1,12.9,0.013,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
38406,"Cacahuète enrobée d'un biscuit salé ou aromatisé, pour apéritif",518.0,29.7,7.8,,,,,,,45.4,4.51,3.18,15.8,2.82,,,,,,,,,,1120.0,,,,,,,,,,,,,,,,,,,,,,,39.3,0.0,0.0
31042,Cacahuète enrobée de chocolat dragéifiée,499.0,25.0,9.87,12.2,1.19,0.05,0.01,0.01,,55.9,50.5,5.9,9.5,0.12,100.0,0.52,2.9,20.0,95.0,0.7,230.0,500.0,20.0,47.0,1.4,,10.6,0.75,,2.07,,,0.34,0.17,2.29,0.78,0.034,80.4,,1.7,0.2,,0.2,6.2,0.2,44.3,3.4,0.5,0.0
15037,"Cacahuète, grillée à sec, salée",615.0,47.7,7.0,,5.35,0.047,0.0,0.0,1.77,17.9,3.7,7.4,21.6,1.8,,,,,,,,,,700.0,,0.0,,,4.93,,,,,,14.355,,,,,2.3,,,0.1,,0.1,3.7,12.1,,0.0
15057,"Cacahuète, grillée, aromatisée",598.0,46.6,8.73,,,,0.0,0.0,0.0,14.6,3.62,7.8,22.8,1.92,,,,,,,,,,769.0,,0.0,,,4.93,,,,,,14.355,,,,,,,,,,,,11.0,,0.0
15002,"Cacahuète, grillée, salée",635.0,50.8,8.63,25.4,9.69,0.025,0.0,0.0,0.0,14.2,4.25,8.08,22.9,1.26,47.4,0.68,1.2,5.7,169.0,1.19,244.0,531.0,4.8,501.0,2.92,0.0,0.0,0.0,2.5,0.0,0.0,0.5,0.14,0.069,12.4,1.17,0.43,,0.0,1.22,0.073,0.0,0.073,0.0,0.0,4.1,8.65,,0.0
15053,"Cacahuète, grillée, sans sel ajouté",644.0,51.9,6.01,38.3,2.86,0.04,0.016,0.016,0.0,14.4,6.01,5.7,23.5,2.0,52.4,0.8,1.7,2.5,176.0,1.7,368.0,656.0,8.3,2.0,2.9,0.0,30.0,0.25,4.93,0.3,0.0,2.0,0.06,0.04,10.4,0.75,0.17,,0.0,2.1,0.3,0.0,0.3,0.3,0.3,6.01,5.04,,0.0
15001,"Cacahuète, sans sel ajouté",623.0,49.1,8.4,24.7,12.9,0.04,0.01,0.01,0.0,14.8,5.9,8.6,22.8,0.022,57.0,0.46,1.6,20.0,190.0,1.4,400.0,700.0,30.0,8.6,3.0,0.0,5.0,0.0,8.33,0.8,,0.5,0.43,0.024,10.6,1.76,0.4,,0.0,2.2,0.2,,0.2,0.2,0.2,5.9,5.0,,0.0
18100,"Cacao, sans sucres ajoutés, poudre soluble",387.0,20.6,12.4,6.5,0.58,0.04,0.01,0.01,0.0,11.6,0.9,29.5,22.4,0.11,140.0,3.9,48.5,20.0,500.0,4.1,690.0,3900.0,20.0,45.0,6.4,0.0,5.0,2.73,,3.9,,0.5,0.076,0.12,1.15,0.82,0.01,107.0,0.0,3.5,0.2,,0.2,0.2,0.2,0.9,8.5,0.5,0.0
18163,"Café au lait ou cappuccino au chocolat, poudre soluble",384.0,9.0,8.11,,,,0.0,0.0,,63.0,59.0,3.5,11.2,1.25,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,0.13,,0.5,44.9,,0.0,0.0
18160,"Café au lait ou cappuccino, poudre soluble",416.0,8.8,7.47,0.66,0.19,0.01,0.01,0.01,,70.1,52.0,3.3,12.2,0.79,,,,,,,,,,316.0,,,,,,,,,,,,,,,,1.0,0.1,0.1,0.32,17.8,1.34,32.5,,0.0,0.0
18151,"Café au lait, café crème ou cappuccino, instantané ou non, sans sucres ajoutés, prêt à boire",21.5,0.76,0.49,0.17,0.021,0.0038,,,2.5,2.31,2.31,0.0,1.39,0.059,62.2,0.007,0.13,5.6,8.52,0.016,42.6,109.0,0.6,23.4,0.22,9.5,,0.025,0.02,,,,0.032,0.12,0.15,0.31,0.015,2.81,0.03,95.3,,,,2.31,,,0.0,0.0,0.0
18072,"Café décaféiné, instantané, sans sucres ajoutés, prêt à boire",2.1,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.12,0.01,4.0,0.01,0.04,1.0,4.0,0.012,3.0,36.0,,4.0,0.01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.014,0.28,0.001,0.0,0.0,0.0,98.9,,,,,,,0.0,0.0,0.0
18070,"Café décaféiné, non instantané, sans sucres ajoutés, prêt à boire",4.42,0.18,0.047,0.015,,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.02,2.0,0.029,0.09,1.0,42.5,0.039,4.0,84.5,,8.0,0.035,0.0,0.0,0.0,,0.1,,0.0,0.001,0.18,2.71,0.015,0.0,1.0,0.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18071,"Café expresso, non instantané, sans sucres ajoutés, prêt à boire",6.54,0.2,0.092,0.015,,0.0,0.0,0.0,0.0,1.16,0.0,0.5,0.25,0.0071,3.5,0.01,0.05,20.0,7.9,0.05,6.9,150.0,20.0,2.82,0.05,0.0,5.0,0.25,,0.8,,0.5,0.015,0.01,1.73,0.028,0.74,5.0,0.0,97.8,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.5,0.0
18069,"Café, décaféiné, poudre soluble",352.0,0.2,0.091,0.015,0.067,0.006,0.0,0.0,0.0,76.0,0.0,0.0,11.6,0.058,140.0,0.069,3.8,,311.0,1.22,286.0,3500.0,17.3,23.0,0.11,0.0,0.0,0.0,,1.9,,0.0,0.0,1.36,28.1,0.097,0.0,0.0,0.0,3.2,,,,,,,,0.0,0.0
18073,"Café, instantané, sans sucres ajoutés, prêt à boire",1.64,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.01,4.0,0.011,0.04,1.0,4.0,0.015,3.0,30.0,0.03,4.0,0.01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.001,0.24,0.001,0.0,0.0,0.0,99.1,,,,,,,0.0,0.0,0.0
18003,"Café, moulu",341.0,13.9,,,,,0.0,0.0,0.29,20.3,,39.7,13.9,0.097,116.0,1.92,9.26,3.6,212.0,2.13,159.0,2050.0,7.24,38.8,0.77,0.0,,0.0,,0.0,,0.0,0.07,0.2,15.0,0.23,0.001,22.0,0.0,3.47,,,,,,,,0.0,0.0
18004,"Café, non instantané, sans sucres ajoutés, prêt à boire",5.78,0.018,0.002,0.015,,0.0,0.0,0.0,0.0,1.35,0.0,0.5,0.25,0.0067,4.3,0.01,0.05,20.0,9.2,0.07,7.4,150.0,20.0,2.7,0.05,0.0,5.0,0.25,,0.8,,0.5,0.015,0.01,1.26,0.013,0.73,5.0,0.0,97.8,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.5,0.0
18005,"Café, poudre soluble",291.0,1.1,0.2,,,,0.0,0.0,0.015,41.9,0.0,20.0,18.5,0.2,148.0,0.12,4.75,0.5,391.0,1.71,337.0,3710.0,10.7,80.2,0.67,0.0,0.0,0.0,,1.9,,0.0,0.024,0.15,26.4,0.25,0.026,12.0,0.0,4.42,,,,,,,0.0,0.0,0.0
36101,"Caille, viande crue",128.0,4.53,1.32,,,,0.01,0.0,70.0,0.0,0.0,0.0,21.8,0.13,13.0,0.59,4.51,1.5,25.0,0.019,307.0,237.0,17.4,51.0,2.7,17.0,,,,,,7.2,0.28,0.29,8.2,0.79,0.53,7.0,0.47,70.0,,,,,,,,0.0,0.0
36100,"Caille, viande et peau crues",140.0,6.8,1.91,,,,,,76.0,0.0,0.0,0.0,19.6,0.13,13.0,0.51,3.97,1.5,23.0,0.019,275.0,216.0,,53.0,2.42,73.0,0.0,0.5,0.05,,,6.1,0.24,0.26,7.54,0.77,0.6,8.0,0.43,69.7,,,,,,,0.0,0.0,0.0
36102,"Caille, viande et peau cuites",206.0,10.9,3.51,4.34,2.77,0.23,0.012,0.0,86.0,0.0,0.0,0.0,26.8,0.13,15.0,0.59,4.43,3.0,22.0,,279.0,216.0,21.8,52.0,3.1,70.0,0.0,0.2,0.7,4.2,,2.3,0.22,0.3,7.92,,0.62,6.0,0.36,60.5,,,,,,,0.0,0.0,0.0
13403,"Caïmite (ou pomme étoile ou pomme de lait), chair sans peau, cru, prélevé à la Martinique",27.1,2.87,,,,,0.0,0.0,0.0,,,,0.31,,,,,,,,,,,,,0.0,,,,,,5.6,,,,,,,,80.3,,,,,,,,,0.0
23909,"Cake aux fruits (confits et/ou raisins secs), préemballé",360.0,12.6,1.6,6.56,2.27,0.9,0.01,0.01,60.8,55.2,35.8,2.1,4.19,0.59,42.0,0.1,0.84,11.0,13.0,0.2,92.0,190.0,20.0,234.0,0.38,21.0,5.0,1.27,,17.9,,0.5,0.038,0.05,0.12,0.3,0.042,5.0,0.21,23.5,8.52,0.1,10.7,0.1,4.13,12.4,11.5,2.8,1.21
7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé",321.0,18.4,4.68,7.4,4.0,0.53,0.01,0.02,76.3,25.6,2.68,2.3,11.6,1.64,170.0,0.1,1.3,,16.1,0.1,,165.0,,657.0,1.4,,,,,,,,,,,,,,,42.2,0.29,0.1,0.38,0.59,0.82,0.6,22.9,0.0,0.0
31092,Calisson d'Aix en Provence,440.0,18.0,1.74,11.7,3.5,0.01,0.01,0.01,,59.8,49.6,3.1,7.97,0.032,81.0,0.32,,20.0,67.0,0.35,160.0,210.0,20.0,12.0,6.4,,249.0,0.25,,1.46,,0.5,0.039,0.047,0.1,0.13,0.012,29.0,,10.0,2.77,,9.5,0.2,13.1,24.3,1.1,0.5,0.0
10002,"Calmar ou calamar ou encornet, à la romaine (beignet), préemballé",229.0,9.5,1.0,3.45,4.04,0.036,0.048,0.089,90.0,26.7,2.5,1.0,8.69,2.13,32.1,0.1,1.0,18.8,20.4,0.11,236.0,88.8,3.0,852.0,1.0,2.0,50.0,0.2,,,,0.0,0.05,1.1,0.56,0.3,0.05,11.5,1.2,51.5,0.15,,0.15,,0.87,0.16,18.6,0.0,0.0
10037,"Calmar ou calamar ou encornet, bouilli/cuit à l'eau",149.0,1.4,0.24,,,,0.078,0.13,224.0,1.64,0.0,0.0,32.5,1.86,180.0,1.0,5.77,,60.0,0.21,,637.0,,744.0,3.46,203.0,,,,,,8.5,0.017,1.73,2.19,0.9,0.27,24.0,5.4,61.1,,,,,,,0.0,0.0,0.0
10001,"Calmar ou calamar ou encornet, cru",77.0,1.19,0.28,0.034,0.0024,0.0017,0.12,0.27,247.0,2.17,0.0,0.0,14.4,0.61,17.5,0.15,0.2,12.8,44.2,0.1,166.0,227.0,23.8,243.0,1.13,2.0,0.0,0.36,1.2,0.0,,4.7,0.04,0.032,1.57,0.24,0.096,11.0,3.15,80.9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10084,"Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse",173.0,7.48,1.88,,,,0.16,0.38,260.0,8.45,0.0,0.0,17.9,0.77,39.0,2.11,1.01,,38.0,0.07,251.0,279.0,51.8,306.0,1.74,11.0,,,,,,4.2,0.056,0.46,2.6,0.51,0.058,5.0,1.23,64.5,,,,,,,0.0,0.0,0.0
12006,Camembert au lait cru ou thermisé,267.0,20.3,14.1,3.57,0.26,0.07,0.01,0.01,64.6,0.0,0.2,0.0,20.7,1.45,380.0,0.02,0.09,20.0,18.0,0.03,370.0,160.0,20.0,580.0,2.8,181.0,0.0,0.25,0.21,3.1,,,0.015,0.6,10.9,0.44,0.26,88.0,1.61,55.9,0.2,,0.2,0.2,0.2,0.2,0.0,0.0,0.0
12007,Camembert au lait pasteurisé,275.0,21.5,12.6,,0.25,0.087,0.01,0.01,70.8,1.29,0.0,0.0,19.2,1.43,476.0,0.029,0.25,15.0,20.0,0.02,351.0,122.0,8.0,570.0,2.6,224.0,79.0,0.6,0.21,2.9,20.0,,0.04,0.63,0.2,0.29,0.23,62.0,0.91,55.1,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0
12001,"Camembert, sans précision sur le type de lait (pasteurisé ou cru)",280.0,22.5,15.8,3.93,0.31,0.06,0.01,0.01,73.0,0.0,0.0,0.0,19.5,1.45,439.0,0.03,0.22,19.0,19.3,0.016,323.0,148.0,5.76,579.0,2.5,185.0,12.0,0.4,0.21,3.95,,0.0,0.048,0.54,1.37,0.67,0.24,89.0,1.03,54.8,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0
25058,"Canard en sauce (poivre vert, chasseur, etc.), préemballé",145.0,7.3,,,,,,,,10.2,,0.0,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
36203,"Canard, cuisse avec peau, sans os, crue",104.0,3.1,1.05,,,,,,,0.3,,0.0,18.7,0.26,,,,,,,,,12.4,103.0,,,0.0,0.7,0.7,5.5,,,,,,,,13.0,0.25,72.3,,,,,,,,0.0,0.0
36206,"Canard, magret cru",337.0,29.4,8.95,,,,,,,0.1,0.1,0.0,17.9,0.21,5.0,,,,,,,,12.4,54.4,,,0.0,0.7,0.7,5.5,,,,,,,,13.0,0.25,53.2,,,,,,,,0.0,0.0
8111,"Canard, magret fumé",362.0,32.0,12.0,,,,0.0,,,0.5,0.5,0.0,18.0,2.75,,,,,,,,,12.4,1100.0,,,0.0,0.7,0.7,5.5,,,,,,,,13.0,0.25,,,,,,,,,0.0,0.0
36205,"Canard, magret grillé/poêlé",188.0,9.05,3.35,2.01,0.68,0.017,,,106.0,0.0,0.0,0.0,26.7,1.09,5.0,0.5,4.8,15.0,31.2,0.1,273.0,390.0,34.0,435.0,2.1,16.0,30.0,0.93,0.7,5.1,,3.5,0.38,0.88,13.5,3.4,0.98,20.0,3.3,61.9,,,,,,,,0.0,0.0
36201,"Canard, viande crue",127.0,5.95,2.32,0.97,0.39,0.079,0.0,0.0,77.0,0.0,0.0,0.0,18.3,0.19,11.0,0.25,2.4,1.2,19.0,0.019,203.0,271.0,23.0,74.0,1.9,24.0,0.0,0.1,0.7,2.8,3.6,5.8,0.36,0.45,5.3,1.6,0.34,25.0,0.4,73.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36204,"Canard, viande et peau crues",273.0,22.6,7.47,10.1,2.4,0.15,0.01,0.01,77.2,0.0,0.0,0.0,17.4,0.14,5.1,0.23,2.2,20.0,20.0,0.05,180.0,310.0,20.0,56.9,2.1,39.3,0.0,0.68,0.7,0.8,,0.5,0.18,0.72,4.87,1.97,0.26,24.9,1.65,58.6,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
36200,"Canard, viande et peau rôties/cuites au four",331.0,28.4,9.67,,,,0.0,0.0,84.0,0.0,0.0,0.0,19.0,0.15,11.0,0.23,2.7,,16.0,0.019,156.0,204.0,20.0,59.0,1.86,63.0,0.0,0.1,0.7,5.1,,0.0,0.17,0.27,4.83,1.1,0.18,6.0,0.3,51.8,,,,,,,,0.0,0.0
36202,"Canard, viande rôtie/cuite au four",194.0,11.2,3.95,3.86,1.02,0.07,0.0,0.0,119.0,0.0,0.0,0.0,23.3,0.39,6.78,0.35,3.35,4.0,35.8,0.036,203.0,392.0,9.08,154.0,1.92,23.0,0.0,0.1,0.7,3.8,,0.0,0.26,0.47,11.1,1.5,0.71,10.0,2.9,63.1,,,,,,,0.0,0.0,0.0
12325,Cancoillotte (spécialité fromagère fondue),151.0,10.5,7.06,2.01,0.17,0.04,0.01,0.01,26.0,0.48,0.0,0.0,13.8,1.73,260.0,0.1,0.13,20.0,8.0,0.02,425.0,59.0,4.5,692.0,1.4,65.2,,0.2,0.15,,,0.0,0.08,0.31,0.49,0.4,0.04,12.0,0.39,72.5,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0
23022,Canelé,298.0,3.2,2.11,0.62,0.25,0.035,,,14.8,61.0,41.2,2.6,5.0,0.1,56.9,,,,,,,,,74.4,,,,,,,,,,,,,,,,26.3,0.2,,0.2,3.0,0.2,34.6,19.8,0.0,0.0
13113,"Canneberge ou cranberry, crue",35.4,0.17,0.011,,,,0.0,0.0,0.0,7.6,4.04,5.65,0.88,0.035,14.0,0.061,0.63,0.15,6.0,0.36,14.0,113.0,0.0,14.0,0.1,0.0,36.0,0.0,1.32,5.1,,14.2,0.012,0.015,0.5,0.3,0.057,1.0,0.0,86.6,0.63,0.0,3.28,0.0,0.0,0.13,0.0,,0.0
13178,"Canneberge ou cranberry, séchée, sucrée",332.0,1.0,0.2,0.55,0.12,0.03,0.01,0.01,0.0,76.4,72.8,5.7,0.25,0.013,8.0,0.04,0.16,,3.9,0.19,7.5,58.0,20.0,5.0,0.05,0.0,15.5,0.25,2.1,5.09,,0.5,0.015,0.01,0.1,0.19,0.43,0.0,0.0,14.6,28.4,0.1,32.0,0.1,0.63,11.8,0.35,0.0,0.0
